frame,time_seconds,track_id,class_id,class_name,confidence,center_x,center_y,x1,y1,x2,y2
0,0.0,1,2,car,0.8541117310523987,2206.20849609375,1275.2440185546875,2002.304443359375,1139.38330078125,2410.112548828125,1411.104736328125
0,0.0,2,0,person,0.8011710047721863,906.1343994140625,1564.7030639648438,776.162109375,1229.549560546875,1036.106689453125,1899.8565673828125
0,0.0,3,2,car,0.7662012577056885,2784.6964111328125,1231.6630249023438,2591.235107421875,1129.7117919921875,2978.15771484375,1333.6142578125
0,0.0,4,2,car,0.7593933343887329,1050.6637268066406,1181.1198120117188,965.2007446289062,1119.708251953125,1136.126708984375,1242.5313720703125
0,0.0,5,2,car,0.6561222076416016,1359.4378662109375,1174.5390014648438,1287.9879150390625,1108.7823486328125,1430.8878173828125,1240.295654296875
0,0.0,6,2,car,0.654485821723938,1568.40576171875,1210.4446411132812,1455.919677734375,1108.9161376953125,1680.891845703125,1311.97314453125
1,0.03333333333333333,1,2,car,0.8573529720306396,2206.3744506835938,1275.1234130859375,2002.4371337890625,1139.016357421875,2410.311767578125,1411.23046875
1,0.03333333333333333,3,2,car,0.8570080995559692,2771.059814453125,1230.979736328125,2575.870849609375,1128.3905029296875,2966.248779296875,1333.5689697265625
1,0.03333333333333333,2,0,person,0.8133757710456848,901.2199096679688,1555.9304809570312,766.752197265625,1211.390625,1035.6876220703125,1900.4703369140625
1,0.03333333333333333,4,2,car,0.7350519299507141,1054.9910278320312,1180.2295532226562,968.616455078125,1118.62060546875,1141.3656005859375,1241.8385009765625
1,0.03333333333333333,5,2,car,0.7042625546455383,1353.476806640625,1174.274658203125,1275.8646240234375,1109.091796875,1431.0889892578125,1239.45751953125
1,0.03333333333333333,6,2,car,0.6164042949676514,1560.8931274414062,1207.2835693359375,1438.4635009765625,1104.758056640625,1683.32275390625,1309.80908203125
2,0.06666666666666667,1,2,car,0.859614908695221,2206.2186279296875,1275.2225952148438,2002.21484375,1139.4273681640625,2410.222412109375,1411.017822265625
2,0.06666666666666667,2,0,person,0.820726215839386,897.826171875,1558.0545043945312,758.3067626953125,1215.5361328125,1037.3455810546875,1900.5728759765625
2,0.06666666666666667,3,2,car,0.7997416257858276,2756.2177734375,1231.68359375,2564.255859375,1128.9075927734375,2948.1796875,1334.4595947265625
2,0.06666666666666667,4,2,car,0.762297511100769,1057.0445861816406,1179.06103515625,972.2861938476562,1116.09619140625,1141.802978515625,1242.02587890625
2,0.06666666666666667,5,2,car,0.7551729083061218,1351.6566772460938,1174.5797729492188,1272.420166015625,1109.3189697265625,1430.8931884765625,1239.840576171875
2,0.06666666666666667,6,2,car,0.5835453867912292,1558.7076416015625,1207.0801391601562,1434.3731689453125,1102.9017333984375,1683.0421142578125,1311.258544921875
3,0.1,1,2,car,0.8611694574356079,2206.3165283203125,1275.025634765625,2002.245849609375,1139.2877197265625,2410.38720703125,1410.7635498046875
3,0.1,2,0,person,0.8200483322143555,897.7608947753906,1557.6793212890625,758.3267211914062,1215.175048828125,1037.195068359375,1900.18359375
3,0.1,3,2,car,0.7978237271308899,2756.2066650390625,1231.7147827148438,2564.03271484375,1129.0400390625,2948.380615234375,1334.3895263671875
3,0.1,4,2,car,0.7622344493865967,1056.7482299804688,1179.1654663085938,971.7279052734375,1116.1180419921875,1141.7685546875,1242.212890625
3,0.1,5,2,car,0.7553119659423828,1351.6865234375,1174.4730224609375,1272.4617919921875,1109.1270751953125,1430.9112548828125,1239.8189697265625
3,0.1,6,2,car,0.5953945517539978,1558.6761474609375,1207.0941772460938,1434.2230224609375,1102.9556884765625,1683.1292724609375,1311.232666015625
4,0.13333333333333333,1,2,car,0.8537033796310425,2206.544677734375,1274.9706420898438,2001.955078125,1139.1956787109375,2411.13427734375,1410.74560546875
4,0.13333333333333333,2,0,person,0.8244999647140503,896.1479797363281,1556.0602416992188,757.1366577148438,1212.1851806640625,1035.1593017578125,1899.935302734375
4,0.13333333333333333,3,2,car,0.7919137477874756,2737.677978515625,1230.6234130859375,2547.955810546875,1129.2694091796875,2927.400146484375,1331.9774169921875
4,0.13333333333333333,5,2,car,0.7727401852607727,1348.568115234375,1174.469970703125,1268.8450927734375,1108.0184326171875,1428.2911376953125,1240.9215087890625
4,0.13333333333333333,4,2,car,0.7717926502227783,1062.65966796875,1177.6358032226562,978.8212890625,1113.4765625,1146.498046875,1241.7950439453125
4,0.13333333333333333,6,2,car,0.5470568537712097,1566.3223876953125,1211.045166015625,1450.4517822265625,1109.445068359375,1682.1929931640625,1312.645263671875
5,0.16666666666666666,3,2,car,0.8670243620872498,2721.1474609375,1231.093994140625,2532.852783203125,1132.47265625,2909.442138671875,1329.71533203125
5,0.16666666666666666,1,2,car,0.8510193824768066,2206.52783203125,1275.0931396484375,2001.87890625,1138.9652099609375,2411.1767578125,1411.2210693359375
5,0.16666666666666666,2,0,person,0.8166084885597229,892.0805053710938,1554.5770874023438,748.53955078125,1208.8353271484375,1035.6214599609375,1900.31884765625
5,0.16666666666666666,4,2,car,0.7878906726837158,1064.9179382324219,1177.9762573242188,982.3471069335938,1113.254150390625,1147.48876953125,1242.6983642578125
5,0.16666666666666666,5,2,car,0.7555261850357056,1346.5181884765625,1177.6227416992188,1266.0718994140625,1114.0545654296875,1426.9644775390625,1241.19091796875
5,0.16666666666666666,6,2,car,0.59461510181427,1568.4088745117188,1211.289306640625,1453.509033203125,1108.16357421875,1683.3087158203125,1314.4150390625
6,0.2,1,2,car,0.8567113876342773,2206.5222778320312,1274.9864501953125,2002.0894775390625,1138.9654541015625,2410.955078125,1411.0074462890625
6,0.2,2,0,person,0.8210169672966003,893.0018920898438,1563.28564453125,749.1566162109375,1225.9874267578125,1036.84716796875,1900.5838623046875
6,0.2,3,2,car,0.8000152111053467,2704.8551025390625,1230.477783203125,2516.13818359375,1133.1181640625,2893.572021484375,1327.83740234375
6,0.2,4,2,car,0.7625405788421631,1068.6377563476562,1177.9176025390625,985.106689453125,1113.557861328125,1152.1688232421875,1242.27734375
6,0.2,5,2,car,0.754274308681488,1340.6394653320312,1178.1943359375,1255.85009765625,1114.5772705078125,1425.4288330078125,1241.8114013671875
6,0.2,6,2,car,0.5175197124481201,1565.9693603515625,1212.525634765625,1449.5457763671875,1110.379638671875,1682.3929443359375,1314.671630859375
7,0.23333333333333334,1,2,car,0.8550930023193359,2206.1608276367188,1275.10595703125,2001.7730712890625,1139.3717041015625,2410.548583984375,1410.8402099609375
7,0.23333333333333334,2,0,person,0.835652232170105,889.9292297363281,1561.2802124023438,749.2328491210938,1222.4580078125,1030.6256103515625,1900.1024169921875
7,0.23333333333333334,3,2,car,0.8161448240280151,2682.52294921875,1229.6033935546875,2496.4365234375,1133.2049560546875,2868.609375,1326.0018310546875
7,0.23333333333333334,5,2,car,0.7821977734565735,1338.250732421875,1177.82421875,1251.2884521484375,1113.474609375,1425.2130126953125,1242.173828125
7,0.23333333333333334,4,2,car,0.7644476294517517,1071.5989379882812,1177.6675415039062,989.4290771484375,1113.224853515625,1153.768798828125,1242.1102294921875
7,0.23333333333333334,6,2,car,0.5316784381866455,1570.4913940429688,1211.8519897460938,1456.14111328125,1111.029541015625,1684.8416748046875,1312.6744384765625
8,0.26666666666666666,1,2,car,0.8478531241416931,2206.606201171875,1275.2488403320312,2002.119140625,1139.769287109375,2411.09326171875,1410.7283935546875
8,0.26666666666666666,3,2,car,0.8376520872116089,2666.8116455078125,1228.7687377929688,2481.955810546875,1131.7607421875,2851.66748046875,1325.7767333984375
8,0.26666666666666666,2,0,person,0.8320631980895996,892.9064331054688,1559.1741333007812,755.8577880859375,1217.54541015625,1029.955078125,1900.8028564453125
8,0.26666666666666666,4,2,car,0.7809382081031799,1075.7618103027344,1177.818603515625,992.6321411132812,1113.122314453125,1158.8914794921875,1242.514892578125
8,0.26666666666666666,5,2,car,0.7602929472923279,1336.0748901367188,1177.036865234375,1246.4119873046875,1112.42236328125,1425.73779296875,1241.6513671875
8,0.26666666666666666,6,2,car,0.6150262951850891,1570.56298828125,1212.2435302734375,1455.790283203125,1109.514404296875,1685.335693359375,1314.97265625
9,0.3,1,2,car,0.8465135097503662,2206.8900146484375,1275.3565673828125,2002.24365234375,1139.908203125,2411.536376953125,1410.804931640625
9,0.3,3,2,car,0.8419517874717712,2666.852294921875,1228.8777465820312,2481.962158203125,1131.9964599609375,2851.742431640625,1325.759033203125
9,0.3,2,0,person,0.8353966474533081,892.3639221191406,1557.2543334960938,755.2276000976562,1214.4195556640625,1029.500244140625,1900.089111328125
9,0.3,4,2,car,0.7827529907226562,1075.8797607421875,1177.7853393554688,992.5283203125,1113.118408203125,1159.231201171875,1242.4522705078125
9,0.3,5,2,car,0.7526581287384033,1336.0191040039062,1177.1368408203125,1246.2899169921875,1112.529541015625,1425.748291015625,1241.744140625
9,0.3,6,2,car,0.5905107259750366,1570.4625854492188,1212.0466918945312,1455.5933837890625,1109.5543212890625,1685.331787109375,1314.5390625
10,0.3333333333333333,1,2,car,0.8501947522163391,2206.4838256835938,1275.40771484375,2001.8111572265625,1139.8466796875,2411.156494140625,1410.96875
10,0.3333333333333333,2,0,person,0.8365238904953003,891.9043884277344,1555.9815063476562,755.2072143554688,1212.0592041015625,1028.6015625,1899.90380859375
10,0.3333333333333333,4,2,car,0.8076624274253845,1075.3245849609375,1178.63232421875,989.6795654296875,1112.7630615234375,1160.9696044921875,1244.5015869140625
10,0.3333333333333333,3,2,car,0.7781884074211121,2652.217041015625,1229.4370727539062,2468.97314453125,1130.98876953125,2835.4609375,1327.8853759765625
10,0.3333333333333333,5,2,car,0.707639753818512,1333.5039672851562,1177.5845947265625,1246.86572265625,1114.3934326171875,1420.1422119140625,1240.7757568359375
10,0.3333333333333333,6,2,car,0.5087152123451233,1571.4220581054688,1211.9483032226562,1456.082275390625,1108.6466064453125,1686.7618408203125,1315.25
11,0.36666666666666664,1,2,car,0.8541886806488037,2206.539306640625,1275.4059448242188,2001.743896484375,1139.8245849609375,2411.334716796875,1410.9873046875
11,0.36666666666666664,3,2,car,0.8323400616645813,2636.075439453125,1227.6133422851562,2451.6123046875,1130.0428466796875,2820.53857421875,1325.183837890625
11,0.36666666666666664,2,0,person,0.8299547433853149,892.5661010742188,1555.6030883789062,754.4659423828125,1211.5294189453125,1030.666259765625,1899.6767578125
11,0.36666666666666664,4,2,car,0.8178333044052124,1077.9641418457031,1178.6401977539062,990.7150268554688,1113.5994873046875,1165.2132568359375,1243.680908203125
11,0.36666666666666664,5,2,car,0.7235006093978882,1331.2957763671875,1177.3399658203125,1246.5029296875,1114.7655029296875,1416.088623046875,1239.9144287109375
11,0.36666666666666664,6,2,car,0.5670257806777954,1572.4880981445312,1213.7096557617188,1458.4498291015625,1110.7716064453125,1686.5263671875,1316.647705078125
12,0.4,1,2,car,0.8527089357376099,2207.1051025390625,1275.153564453125,2002.001220703125,1139.84228515625,2412.208984375,1410.46484375
12,0.4,2,0,person,0.8284527659416199,892.2253112792969,1553.081298828125,753.1106567382812,1206.6900634765625,1031.3399658203125,1899.4725341796875
12,0.4,3,2,car,0.8179857134819031,2618.5723876953125,1225.7266235351562,2437.748046875,1129.5316162109375,2799.396728515625,1321.921630859375
12,0.4,4,2,car,0.8070900440216064,1077.3442077636719,1178.3032836914062,989.6786499023438,1112.908447265625,1165.009765625,1243.6981201171875
12,0.4,5,2,car,0.6987543106079102,1324.87890625,1178.342041015625,1237.6162109375,1116.298828125,1412.1416015625,1240.38525390625
12,0.4,6,2,car,0.540281355381012,1579.0326538085938,1212.0464477539062,1471.786865234375,1106.4317626953125,1686.2784423828125,1317.6611328125
13,0.43333333333333335,1,2,car,0.8588880896568298,2209.7584838867188,1275.0819702148438,2002.4088134765625,1139.7642822265625,2417.108154296875,1410.399658203125
13,0.43333333333333335,4,2,car,0.8040453791618347,1077.9880065917969,1178.5722045898438,988.1237182617188,1112.8704833984375,1167.852294921875,1244.27392578125
13,0.43333333333333335,2,0,person,0.8007005453109741,891.3892517089844,1553.2803955078125,751.3463745117188,1207.2451171875,1031.43212890625,1899.315673828125
13,0.43333333333333335,3,2,car,0.7704721689224243,2605.6341552734375,1226.2926025390625,2425.416748046875,1130.6822509765625,2785.8515625,1321.9029541015625
13,0.43333333333333335,5,2,car,0.7268221974372864,1318.2589111328125,1176.0411987304688,1224.968994140625,1113.448974609375,1411.548828125,1238.6334228515625
13,0.43333333333333335,6,2,car,0.591340959072113,1575.2911376953125,1212.2207641601562,1462.57177734375,1109.3558349609375,1688.010498046875,1315.085693359375
14,0.4666666666666667,1,2,car,0.8645763993263245,2208.7371826171875,1275.0030517578125,2001.996826171875,1139.75732421875,2415.4775390625,1410.248779296875
14,0.4666666666666667,3,2,car,0.8274995684623718,2583.416015625,1224.7457275390625,2406.65771484375,1130.324462890625,2760.17431640625,1319.1669921875
14,0.4666666666666667,2,0,person,0.8214207291603088,891.4346313476562,1553.9046020507812,752.0010986328125,1208.15625,1030.8681640625,1899.6529541015625
