split,model,category,scope,horizon_frames,samples,mean_error_px,median_error_px,p90_error_px,improvement_vs_cv_pct
member2_canonical_tracks4,local_history_ungated,speed_change,ADE,30,1617,15.223,8.7703,31.6046,5.967
member2_canonical_tracks4,local_history_ungated,dynamic,horizon,5,7839,4.3384,3.0301,7.8425,9.4958
member2_canonical_tracks4,local_history_ungated,dynamic,horizon,10,7839,7.8377,5.4189,14.6058,10.9223
member2_canonical_tracks4,local_history_ungated,dynamic,horizon,15,7839,12.4214,8.2826,23.9237,11.3275
member2_canonical_tracks4,local_history_ungated,dynamic,horizon,30,7839,35.1978,19.7329,71.9518,8.9159
member2_canonical_tracks4,local_history_ungated,dynamic,ADE,30,7839,14.9488,9.2929,29.8294,9.7343
member2_canonical_tracks4,local_history_gated,all,horizon,5,21786,4.0007,2.7611,8.2219,3.933
member2_canonical_tracks4,local_history_gated,all,horizon,10,21786,8.5843,5.3022,19.9622,3.8722
member2_canonical_tracks4,local_history_gated,all,horizon,15,21786,15.6022,8.4474,39.0297,3.5302
member2_canonical_tracks4,local_history_gated,all,horizon,30,21786,54.521,22.408,150.6447,2.2233
member2_canonical_tracks4,local_history_gated,all,ADE,30,21786,20.6771,10.0033,54.0782,2.7288
member2_canonical_tracks4,local_history_gated,stable,horizon,5,13947,3.8109,2.5542,8.4351,0.0
member2_canonical_tracks4,local_history_gated,stable,horizon,10,13947,9.004,5.1706,22.7169,0.0
member2_canonical_tracks4,local_history_gated,stable,horizon,15,13947,17.39,8.6986,46.9666,0.0
member2_canonical_tracks4,local_history_gated,stable,horizon,30,13947,65.3817,26.6418,187.2943,0.0
member2_canonical_tracks4,local_history_gated,stable,ADE,30,13947,23.8967,11.1079,65.7348,0.0
member2_canonical_tracks4,local_history_gated,turning,horizon,5,6222,4.2134,3.0684,7.6256,10.032
member2_canonical_tracks4,local_history_gated,turning,horizon,10,6222,7.7387,5.4691,14.473,11.6992
member2_canonical_tracks4,local_history_gated,turning,horizon,15,6222,12.2969,8.3328,23.5801,12.3736
member2_canonical_tracks4,local_history_gated,turning,horizon,30,6222,35.2613,20.0398,72.1257,9.9322
member2_canonical_tracks4,local_history_gated,turning,ADE,30,6222,14.8776,9.3921,29.6012,10.6859
member2_canonical_tracks4,local_history_gated,speed_change,horizon,5,1617,4.8195,2.9215,8.9472,7.6442
member2_canonical_tracks4,local_history_gated,speed_change,horizon,10,1617,8.2187,5.2708,15.7439,7.9892
member2_canonical_tracks4,local_history_gated,speed_change,horizon,15,1617,12.9004,8.0127,24.9868,7.2668
member2_canonical_tracks4,local_history_gated,speed_change,horizon,30,1617,34.9537,18.7212,70.8406,4.7434
member2_canonical_tracks4,local_history_gated,speed_change,ADE,30,1617,15.223,8.7703,31.6046,5.967
member2_canonical_tracks4,local_history_gated,dynamic,horizon,5,7839,4.3384,3.0301,7.8425,9.4958
member2_canonical_tracks4,local_history_gated,dynamic,horizon,10,7839,7.8377,5.4189,14.6058,10.9223
member2_canonical_tracks4,local_history_gated,dynamic,horizon,15,7839,12.4214,8.2826,23.9237,11.3275
member2_canonical_tracks4,local_history_gated,dynamic,horizon,30,7839,35.1978,19.7329,71.9518,8.9159
member2_canonical_tracks4,local_history_gated,dynamic,ADE,30,7839,14.9488,9.2929,29.8294,9.7343
